Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
conf.,oui,Vincentius,régulier,ecclésiastique,homme,Vincentius (3201)
martyr,oui,Vincentius,séculier,ecclésiastique,homme,Vincentius (3202)
martyr,oui,Vincentius,régulier,ecclésiastique,homme,Vincentius (3203)
conf.,non,Vindemialis,séculier,ecclésiastique,homme,Vindemialis (3204)
conf.,oui,Vintila,régulier,ecclésiastique,femme,Vintila (3205)
conf.,oui,Virgilius,séculier,ecclésiastique,homme,Virgilius (3206)
conf.,oui,Virgilius,séculier,ecclésiastique,homme,Virgilius (3207)
martyr,non,Virianus,séculier,laïc,homme,Virianus (3208)
conf.,oui,Vitalianus,séculier,ecclésiastique,homme,Vitalianus (3209)
conf.,oui,Vitalianus,séculier,ecclésiastique,homme,Vitalianus (3210)
conf.,oui,Vitalina,séculier,laïc,femme,Vitalina (3211)
conf.,oui,Vitalis,régulier,ecclésiastique,homme,Vitalis (3212)
martyr,oui,Vitalis,séculier,laïc,homme,Vitalis (3213)
conf.,oui,Vitalis,régulier,ecclésiastique,homme,Vitalis (3214)
conf.,oui,Vitalis,régulier,ecclésiastique,homme,Vitalis (3215)
martyr,oui,Vitalis,séculier,laïc,femme,Vitalis (3216)
conf.,oui,Vitalis,séculier,ecclésiastique,homme,Vitalis (3217)
conf.,oui,Vitalis,régulier,ecclésiastique,homme,Vitalis (3218)
conf.,oui,Vitonus,séculier,ecclésiastique,homme,Vitonus (3219)
martyr,oui,Vitus,séculier,laïc,homme,Vitus (3220)
conf.,oui,Viventius,régulier,ecclésiastique,homme,Viventius (3221)
conf.,oui,Vodoalus,séculier,laïc,homme,Vodoalus (3222)
conf.,oui,Volocus,séculier,ecclésiastique,homme,Volocus (3223)
conf.,oui,Volquinus,régulier,ecclésiastique,homme,Volquinus (3224)
martyr,oui,Volusianus,séculier,ecclésiastique,homme,Volusianus (3225)
conf.,oui,Votus,régulier,ecclésiastique,homme,Votus (3226)
conf.,oui,Vulfhildis,régulier,ecclésiastique,femme,Vulfhildis (3227)
conf.,oui,Vulflagius,séculier,ecclésiastique,homme,Vulflagius (3228)
conf.,oui,Vulframnus,séculier,ecclésiastique,homme,Vulframnus (3229)
conf.,oui,Vulfricus,régulier,ecclésiastique,homme,Vulfricus (3230)
martyr,non,Vulfuras,séculier,laïc,homme,Vulfuras (3231)
conf.,oui,Vulganius,régulier,laïc,homme,Vulganius (3232)
conf.,oui,Vulgisus,régulier,ecclésiastique,homme,Vulgisus (3233)
conf.,oui,Vulmarus,régulier,ecclésiastique,homme,Vulmarus (3234)
conf.,oui,Vulsinus,séculier,ecclésiastique,homme,Vulsinus (3235)
conf.,oui,Vulstanus,séculier,ecclésiastique,homme,Vulstanus (3236)
conf.,oui,Wala,régulier,ecclésiastique,homme,Wala (3237)
martyr,non,Walabonsus,séculier,ecclésiastique,homme,Walabonsus (3238)
conf.,oui,Walaricus,régulier,ecclésiastique,homme,Walaricus (3239)
conf.,oui,Waldburgis,régulier,ecclésiastique,femme,Waldburgis (3240)
conf.,oui,Waldebertus,régulier,ecclésiastique,homme,Waldebertus (3241)
conf.,oui,Waldedrudis,séculier,ecclésiastique,femme,Waldedrudis (3242)
martyr,oui,Waldevus,séculier,laïc,homme,Waldevus (3243)
conf.,oui,Waldevus,régulier,ecclésiastique,homme,Waldevus (3244)
conf.,oui,Waldgerus,séculier,laïc,homme,Waldgerus (3245)
conf.,oui,Waldrada,séculier,ecclésiastique,femme,Waldrada (3246)
conf.,oui,Walfardus,séculier,ecclésiastique,homme,Walfardus (3247)
martyr,oui,Walfridus,séculier,laïc,homme,Walfridus (3248)
conf.,oui,Walfridus,régulier,ecclésiastique,homme,Walfridus (3249)
conf.,oui,Walstanus,séculier,laïc,homme,Walstanus (3250)
conf.,oui,Walterius,régulier,ecclésiastique,homme,Walterius (3251)
conf.,oui,Walterius,régulier,ecclésiastique,homme,Walterius (3252)
conf.,oui,Walterius,régulier,ecclésiastique,homme,Walterius (3253)
conf.,oui,Walterus,régulier,laïc,homme,Walterus (3254)
conf.,oui,Wando,régulier,ecclésiastique,homme,Wando (3255)
conf.,oui,Wandregisilus,régulier,ecclésiastique,homme,Wandregisilus (3256)
conf.,oui,Waningus,régulier,ecclésiastique,homme,Waningus (3257)
conf.,oui,Warinus,séculier,ecclésiastique,homme,Warinus (3258)
conf.,oui,Wenailus,régulier,ecclésiastique,homme,Wenailus (3259)
martyr,oui,Wenceslaus,séculier,laïc,homme,Wenceslaus (3260)
conf.,oui,Wendelinus,régulier,ecclésiastique,homme,Wendelinus (3261)
martyr,oui,Wenefreda,régulier,laïc,femme,Wenefreda (3262)
conf.,oui,Werburga,régulier,ecclésiastique,femme,Werburga (3263)
conf.,oui,Werenfridus,séculier,ecclésiastique,homme,Werenfridus (3264)
conf.,oui,Wernerus,séculier,ecclésiastique,homme,Wernerus (3265)
martyr,oui,Wernerus,séculier,laïc,homme,Wernerus (3266)
conf.,oui,Werricus,régulier,ecclésiastique,homme,Werricus (3267)
martyr,oui,Wiborada,régulier,laïc,femme,Wiborada (3268)
conf.,oui,Wichmannus,régulier,ecclésiastique,homme,Wichmannus (3269)
conf.,oui,Wido,séculier,laïc,homme,Wido (3270)
conf.,oui,Wido,séculier,ecclésiastique,homme,Wido (3271)
conf.,oui,Wido,séculier,ecclésiastique,homme,Wido (3272)
conf.,oui,Wido,régulier,laïc,homme,Wido (3273)
conf.,oui,Wido,régulier,ecclésiastique,homme,Wido (3274)
conf.,oui,Wido,régulier,ecclésiastique,homme,Wido (3275)
conf.,oui,Wigbertus,régulier,ecclésiastique,homme,Wigbertus (3276)
conf.,oui,Wigbertus,régulier,ecclésiastique,homme,Wigbertus (3277)
conf.,oui,Wilburgis,régulier,laïc,femme,Wilburgis (3278)
conf.,oui,Wilfridus,séculier,ecclésiastique,homme,Wilfridus (3279)
conf.,oui,Wilfridus,séculier,ecclésiastique,homme,Wilfridus (3280)
conf.,oui,Wilgilsus,séculier,laïc,homme,Wilgilsus (3281)
conf.,oui,Willehadus,séculier,ecclésiastique,homme,Willehadus (3282)
conf.,oui,Willelmus,séculier,ecclésiastique,homme,Willelmus (3283)
conf.,oui,Willelmus,séculier,ecclésiastique,homme,Willelmus (3284)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3285)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3286)
conf.,oui,Willelmus,séculier,ecclésiastique,homme,Willelmus (3287)
conf.,oui,Willelmus,séculier,ecclésiastique,homme,Willelmus (3288)
conf.,oui,Willelmus,régulier,laïc,homme,Willelmus (3289)
conf.,oui,Willelmus,régulier,laïc,homme,Willelmus (3290)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3291)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3292)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3293)
martyr,oui,Willelmus,séculier,laïc,homme,Willelmus (3294)
conf.,oui,Willelmus,régulier,ecclésiastique,homme,Willelmus (3295)
martyr,oui,Willelmus,séculier,laïc,homme,Willelmus (3296)
conf.,oui,Willelmus,séculier,laïc,homme,Willelmus (3297)
conf.,oui,Willibaldus,séculier,ecclésiastique,homme,Willibaldus (3298)
conf.,oui,Willibrordus,séculier,ecclésiastique,homme,Willibrordus (3299)
conf.,oui,Willigisus,séculier,ecclésiastique,homme,Willigisus (3300)
conf.,oui,Winardus,séculier,ecclésiastique,homme,Winardus (3301)
conf.,oui,Winebaudus,régulier,ecclésiastique,homme,Winebaudus (3302)
martyr,oui,Winifortus,séculier,laïc,homme,Winifortus (3303)
conf.,oui,Winizo,régulier,ecclésiastique,homme,Winizo (3304)
conf.,oui,Winnocus,régulier,ecclésiastique,homme,Winnocus (3305)
conf.,oui,Winwaloeus,régulier,ecclésiastique,homme,Winwaloeus (3306)
conf.,non,Wiremuthenses,régulier,ecclésiastique,homme,Wiremuthenses (3307)
conf.,oui,Wirnto,régulier,ecclésiastique,homme,Wirnto (3308)
conf.,oui,Wiro,séculier,ecclésiastique,homme,Wiro (3309)
martyr,oui,Wistanus,séculier,laïc,homme,Wistanus (3310)
conf.,oui,Withburga,séculier,laïc,femme,Withburga (3311)
conf.,oui,Wivina,régulier,ecclésiastique,femme,Wivina (3312)
conf.,oui,Wolbodo,séculier,ecclésiastique,homme,Wolbodo (3313)
conf.,oui,Wolfhelmus,régulier,ecclésiastique,homme,Wolfhelmus (3314)
conf.,oui,Wolfkangus,séculier,ecclésiastique,homme,Wolfkangus (3315)
conf.,oui,Wynnebaldus,régulier,ecclésiastique,homme,Wynnebaldus (3316)
conf.,oui,Zacharias,séculier,ecclésiastique,homme,Zacharias (3317)
conf.,oui,Zacharias,séculier,laïc,homme,Zacharias (3318)
martyr,oui,Zacharias,séculier,ecclésiastique,homme,Zacharias (3319)
martyr,oui,Zeno,séculier,laïc,homme,Zeno (3320)
martyr,oui,Zeno,séculier,laïc,homme,Zeno (3321)
conf.,oui,Zeno,séculier,ecclésiastique,homme,Zeno (3322)
conf.,oui,Zenobius,séculier,ecclésiastique,homme,Zenobius (3323)
conf.,oui,Zephyrinus,séculier,ecclésiastique,homme,Zephyrinus (3324)
conf.,oui,Zita,séculier,laïc,femme,Zita (3325)
martyr,oui,Zoilus,séculier,ecclésiastique,homme,Zoilus (3326)
conf.,oui,Zosimus,séculier,ecclésiastique,homme,Zosimus (3327)
conf.,oui,Zosimus,séculier,ecclésiastique,homme,Zosimus (3328)
martyr,oui,Zotas,séculier,laïc,homme,Zotas (3329)
martyr,oui,Zoticus,séculier,laïc,homme,Zoticus (3330)
conf.,oui,Donatus,séculier,ecclésiastique,homme,Donatus (3331)
martyr,oui,Abibus,séculier,laïc,homme,Abibus (3332)
conf.,oui,Abundantia,séculier,laïc,femme,Abundantia (3333)
martyr,oui,Adalarius,séculier,ecclésiastique,homme,Adalarius (3334)
martyr,non,Eobanus,séculier,ecclésiastique,homme,Eobanus (3335)
conf.,oui,Airaldus,séculier,ecclésiastique,homme,Airaldus (3336)
conf.,oui,Alwinus,séculier,ecclésiastique,homme,Alwinus (3337)
conf.,oui,Andreas,séculier,ecclésiastique,homme,Andreas (3338)
conf.,oui,Andreas,séculier,ecclésiastique,homme,Andreas (3339)
martyr,oui,Antiochus,séculier,laïc,homme,Antiochus (3340)
martyr,oui,Aquila,séculier,laïc,homme,Aquila (3341)
martyr,non,Prisca,séculier,laïc,femme,Prisca (3342)
conf.,oui,Abundius,régulier,ecclésiastique,homme,Abundius (3343)
martyr,oui,Adalpretus,séculier,ecclésiastique,homme,Adalpretus (3344)
conf.,oui,Agabius,séculier,ecclésiastique,homme,Agabius (3345)
conf.,oui,Agatha,régulier,ecclésiastique,femme,Agatha (3346)
conf.,oui,Albertus,séculier,ecclésiastique,homme,Albertus (3347)
conf.,oui,Albertus,séculier,ecclésiastique,homme,Albertus (3348)
conf.,oui,Albertus,séculier,ecclésiastique,homme,Albertus (3349)
conf.,oui,Alexander,séculier,ecclésiastique,homme,Alexander (3350)
conf.,oui,Ambrosius,régulier,ecclésiastique,homme,Ambrosius (3351)
conf.,oui,Amedaeus,régulier,ecclésiastique,homme,Amedaeus (3352)
conf.,oui,Amedaeus,séculier,ecclésiastique,homme,Amedaeus (3353)
conf.,oui,Ampelius,séculier,ecclésiastique,homme,Ampelius (3354)
conf.,oui,Anna,séculier,laïc,femme,Anna (3355)
martyr,oui,Anstantius,séculier,laïc,homme,Anstantius (3356)
martyr,non,Antonianus,séculier,laïc,homme,Antonianus (3357)
martyr,oui,Anthimius,séculier,ecclésiastique,homme,Anthimius (3358)
conf.,oui,Antonia-Florentia,régulier,ecclésiastique,femme,Antonia-Florentia (3359)
conf.,oui,Antiochus,séculier,ecclésiastique,homme,Antiochus (3360)
martyr,oui,Antonina,séculier,laïc,femme,Antonina (3361)
conf.,oui,Antonius,séculier,ecclésiastique,homme,Antonius (3362)
martyr,oui,Apollonius,séculier,laïc,homme,Apollonius (3363)
martyr,oui,Arcadius,séculier,laïc,homme,Arcadius (3364)
martyr,non,Paschasius,séculier,laïc,homme,Paschasius (3365)
martyr,non,Probus,séculier,laïc,homme,Probus (3366)
martyr,non,Eutychianus,séculier,laïc,homme,Eutychianus (3367)
martyr,oui,Aristarchus,séculier,laïc,homme,Aristarchus (3368)
conf.,oui,Aristides,séculier,laïc,homme,Aristides (3369)
martyr,oui,Aristio,séculier,laïc,homme,Aristio (3370)
conf.,oui,Arnulfus,régulier,ecclésiastique,homme,Arnulfus (3371)
conf.,oui,Arsacius,séculier,laïc,homme,Arsacius (3372)
conf.,oui,Arsacius,séculier,laïc,homme,Arsacius (3373)
conf.,oui,Ascelina,régulier,ecclésiastique,femme,Ascelina (3374)
conf.,oui,Aseneth,séculier,laïc,femme,Aseneth (3375)
conf.,oui,Atto,séculier,ecclésiastique,homme,Atto (3376)
conf.,oui,Audebertus,séculier,laïc,homme,Audebertus (3377)
martyr,oui,Aurelia,séculier,laïc,femme,Aurelia (3378)
martyr,non,Neomasia,séculier,laïc,femme,Neomasia (3379)
conf.,oui,Aurelia,régulier,ecclésiastique,femme,Aurelia (3380)
conf.,oui,Auxanus,séculier,ecclésiastique,homme,Auxanus (3381)
conf.,oui,Balduinus,séculier,ecclésiastique,homme,Balduinus (3382)
conf.,oui,Bartholomaeus,séculier,laïc,homme,Bartholomaeus (3383)
conf.,oui,Baudinus,séculier,ecclésiastique,homme,Baudinus (3384)
conf.,oui,Beatrix,régulier,ecclésiastique,femme,Beatrix (3385)
conf.,oui,Beatus,séculier,laïc,homme,Beatus (3386)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (3387)
conf.,oui,Benedictus,régulier,ecclésiastique,homme,Benedictus (3388)
conf.,oui,Benignus,séculier,ecclésiastique,homme,Benignus (3389)
conf.,oui,Benignus,régulier,ecclésiastique,homme,Benignus (3390)
conf.,non,Carus,régulier,ecclésiastique,homme,Carus (3391)
martyr,oui,Benilda,séculier,laïc,femme,Benilda (3392)
conf.,oui,Benno,séculier,ecclésiastique,homme,Benno (3393)
conf.,oui,Bernardus,régulier,ecclésiastique,homme,Bernardus (3394)
conf.,oui,Bernardus,séculier,ecclésiastique,homme,Bernardus (3395)
martyr,oui,Bernica,séculier,laïc,femme,Bernica (3396)
martyr,non,Prosdoca,séculier,laïc,femme,Prosdoca (3397)
martyr,oui,Blasius,séculier,laïc,homme,Blasius (3398)
martyr,non,Demetrius,séculier,laïc,homme,Demetrius (3399)
conf.,oui,Blevilignetus,séculier,ecclésiastique,homme,Blevilignetus (3400)
conf.,oui,Bodardus,séculier,laïc,homme,Bodardus (3401)
martyr,oui,Bonus,séculier,ecclésiastique,homme,Bonus (3402)
conf.,oui,Braulio,séculier,ecclésiastique,homme,Braulio (3403)
martyr,oui,Brithnodus,régulier,ecclésiastique,homme,Brithnodus (3404)
conf.,oui,Caelan,régulier,ecclésiastique,homme,Caelan (3405)
conf.,oui,Caletricus,séculier,ecclésiastique,homme,Caletricus (3406)
conf.,oui,Calocerus,régulier,ecclésiastique,homme,Calocerus (3407)
conf.,oui,Carolus,régulier,ecclésiastique,homme,Carolus (3408)
martyr,oui,Carpus,séculier,ecclésiastique,homme,Carpus (3409)
martyr,non,Pamphilus,séculier,ecclésiastique,homme,Pamphilus (3410)
martyr,non,Agathonice,séculier,laïc,femme,Agathonice (3411)
conf.,oui,Cassianus,séculier,ecclésiastique,homme,Cassianus (3412)
martyr,oui,Cassius,séculier,laïc,homme,Cassius (3413)
martyr,non,Victorinus,séculier,laïc,homme,Victorinus (3414)
conf.,oui,Castus,séculier,ecclésiastique,homme,Castus (3415)
conf.,oui,Ceratius,séculier,ecclésiastique,homme,Ceratius (3416)
conf.,oui,Christianus,régulier,ecclésiastique,homme,Christianus (3417)
conf.,oui,Christina,régulier,ecclésiastique,femme,Christina (3418)
conf.,oui,Cianan,séculier,ecclésiastique,homme,Cianan (3419)
martyr,oui,Claudinus,séculier,laïc,homme,Claudinus (3420)
martyr,non,Praepedigna,séculier,laïc,femme,Praepedigna (3421)
martyr,oui,Clerus,séculier,ecclésiastique,homme,Clerus (3422)
martyr,oui,Comitius,séculier,laïc,homme,Comitius (3423)
conf.,oui,Commanus,séculier,ecclésiastique,homme,Commanus (3424)
conf.,oui,Constantius,séculier,ecclésiastique,homme,Constantius (3425)
conf.,oui,Conus,régulier,ecclésiastique,homme,Conus (3426)
martyr,oui,Crescentius,séculier,laïc,homme,Crescentius (3427)
conf.,oui,Crescens,séculier,laïc,homme,Crescens (3428)
martyr,oui,Crispinus,séculier,laïc,homme,Crispinus (3429)
martyr,non,Crispinianus,séculier,laïc,homme,Crispinianus (3430)
conf.,oui,Crispinus,séculier,ecclésiastique,homme,Crispinus (3431)
martyr,non,Benedicta,séculier,laïc,femme,Benedicta (3432)
conf.,non,Gaius,séculier,ecclésiastique,homme,Gaius (3433)
conf.,oui,Cronanus,régulier,ecclésiastique,homme,Cronanus (3434)
conf.,oui,Cunualus,régulier,ecclésiastique,homme,Cunualus (3435)
martyr,oui,Cyriacus,séculier,ecclésiastique,homme,Cyriacus (3436)
conf.,oui,Dalmatius,régulier,ecclésiastique,homme,Dalmatius (3437)
conf.,oui,Daniel,régulier,ecclésiastique,homme,Daniel (3438)
conf.,oui,Daniel,régulier,ecclésiastique,homme,Daniel (3439)
martyr,oui,Deliciana,séculier,laïc,femme,Deliciana (3440)
martyr,oui,Deodatus,séculier,ecclésiastique,homme,Deodatus (3441)
conf.,oui,Deocharus,régulier,ecclésiastique,homme,Deocharus (3442)
martyr,oui,Deodatus,séculier,laïc,homme,Deodatus (3443)
martyr,oui,Diodoritus,séculier,laïc,homme,Diodoritus (3444)
martyr,non,Rodopianus,séculier,laïc,homme,Rodopianus (3445)
conf.,oui,Dionysius,régulier,ecclésiastique,homme,Dionysius (3446)
martyr,oui,Dioscorus,séculier,laïc,homme,Dioscorus (3447)
martyr,oui,Donatianus,séculier,ecclésiastique,homme,Donatianus (3448)
martyr,non,Praesidius,séculier,ecclésiastique,homme,Praesidius (3449)
martyr,oui,Donatus,séculier,ecclésiastique,homme,Donatus (3450)
conf.,oui,Dulcardus,régulier,ecclésiastique,homme,Dulcardus (3452)
martyr,oui,Ednodus,séculier,ecclésiastique,homme,Ednodus (3453)
conf.,oui,Elias,séculier,laïc,homme,Elias (3454)
conf.,oui,Elisabeth,régulier,ecclésiastique,femme,Elisabeth (3455)
conf.,oui,Elisabeth,séculier,ecclésiastique,femme,Elisabeth (3456)
conf.,oui,Eliseus,séculier,laïc,homme,Eliseus (3457)
martyr,oui,Elpidius,séculier,ecclésiastique,homme,Elpidius (3458)
conf.,oui,Emma,séculier,ecclésiastique,femme,Emma (3459)
martyr,oui,Epaphras,séculier,ecclésiastique,homme,Epaphras (3460)
martyr,oui,Erastus,séculier,laïc,homme,Erastus (3461)
conf.,oui,Eulogius,séculier,ecclésiastique,homme,Eulogius (3462)
martyr,oui,Eulogius,séculier,laïc,homme,Eulogius (3463)
conf.,oui,Eva,régulier,ecclésiastique,femme,Eva (3464)
martyr,oui,Evodius,séculier,ecclésiastique,homme,Evodius (3465)
conf.,oui,Facius,séculier,laïc,homme,Facius (3466)
martyr,oui,Faustinus,séculier,ecclésiastique,homme,Faustinus (3467)
martyr,oui,Faustus,séculier,ecclésiastique,homme,Faustus (3468)
martyr,oui,Faustus,séculier,laïc,homme,Faustus (3469)
martyr,oui,Feciolus,séculier,laïc,homme,Feciolus (3470)
conf.,oui,Felicissimus,séculier,ecclésiastique,homme,Felicissimus (3471)
martyr,oui,Felix,séculier,ecclésiastique,homme,Felix (3472)
conf.,oui,Felix,séculier,ecclésiastique,homme,Felix (3473)
martyr,oui,Felix,séculier,ecclésiastique,homme,Felix (3474)
martyr,oui,Felix,séculier,laïc,homme,Felix (3475)
martyr,non,Castolus,séculier,laïc,homme,Castolus (3476)
martyr,oui,Felix,séculier,ecclésiastique,homme,Felix (3477)
martyr,non,Eusebius,régulier,ecclésiastique,homme,Eusebius (3478)
martyr,oui,Felix,séculier,laïc,homme,Felix (3479)
martyr,oui,Ferdinandus,séculier,laïc,homme,Ferdinandus (3480)
martyr,oui,Fidentius,séculier,laïc,homme,Fidentius (3481)
martyr,non,Terentius,séculier,laïc,homme,Terentius (3482)
martyr,oui,Firmina,séculier,laïc,femme,Firmina (3483)
conf.,oui,Flavianus,séculier,ecclésiastique,homme,Flavianus (3484)
conf.,oui,Florentinus,séculier,ecclésiastique,homme,Florentinus (3485)
conf.,oui,Florentius,séculier,ecclésiastique,homme,Florentius (3486)
conf.,oui,Florentius,séculier,ecclésiastique,homme,Florentius (3487)
conf.,oui,Framehildis,séculier,laïc,femme,Framehildis (3488)
martyr,oui,Franca,séculier,laïc,femme,Franca (3489)
conf.,oui,Franciscus,régulier,ecclésiastique,homme,Franciscus (3490)
conf.,oui,Gabriel,séculier,laïc,homme,Gabriel (3491)
conf.,oui,Gaufridus,régulier,ecclésiastique,homme,Gaufridus (3492)
martyr,oui,Gavinus,séculier,laïc,homme,Gavinus (3493)
martyr,non,Protus,séculier,laïc,homme,Protus (3494)
martyr,non,Ianuarius,séculier,laïc,homme,Ianuarius (3495)
conf.,oui,Geminus,séculier,laïc,homme,Geminus (3496)
martyr,oui,Gemulus,séculier,laïc,homme,Gemulus (3497)
conf.,oui,Genesius,séculier,laïc,homme,Genesius (3498)
conf.,oui,Gerardus,séculier,laïc,homme,Gerardus (3499)
martyr,oui,Germanus,séculier,laïc,homme,Germanus (3500)
martyr,non,Theophilus,séculier,laïc,homme,Theophilus (3501)
martyr,non,Cessarius,séculier,laïc,homme,Cessarius (3502)
martyr,non,Vitalis,séculier,laïc,homme,Vitalis (3503)
martyr,oui,Gerontius,séculier,ecclésiastique,homme,Gerontius (3504)
conf.,oui,Gerontius,séculier,ecclésiastique,homme,Gerontius (3505)
martyr,oui,Gorgonius,séculier,laïc,homme,Gorgonius (3506)
martyr,oui,Gratia,séculier,laïc,femme,Gratia (3507)
martyr,oui,Gratianus,séculier,ecclésiastique,homme,Gratianus (3508)
conf.,oui,Gregorius,séculier,ecclésiastique,homme,Gregorius (3509)
martyr,oui,Guddenes,séculier,laïc,femme,Guddenes (3510)
conf.,oui,Haimo,séculier,ecclésiastique,homme,Haimo (3511)
conf.,oui,Haymo,séculier,laïc,homme,Haymo (3512)
conf.,non,Veremundus,séculier,laïc,homme,Veremundus (3513)
conf.,oui,Hegesippus,séculier,laïc,homme,Hegesippus (3514)
